,against-canon,against-near1,against-near2,against-near3,against-not far1,against-not far2,against-not far3,against-far1
ground_lightsource,,,,,,,,
ground_container,,,,,,,,
support,0.9021379303381803,1.1678578013803695,,0.5971014711529046,,-0.22491915671534246,,-0.6281660836028026
ground_verticality,,,,,,,,
size_ratio,,,,,,,,
shortest_distance,-0.6017110870778143,-0.5557558668832293,,-0.6025738939872242,,-0.4405082853099697,,-0.2691202436828428
contact_proportion,2.783791449422509,0.179177280253031,,4.161119944165188,,-0.26748489316137386,,-0.17477718587271523
above_proportion,-0.3011264654832441,-0.12124525592995078,,-0.905956152415502,,-0.7419163502633811,,-0.6618686868334239
below_proportion,-0.7484621051199398,-0.6807676136207101,,-0.671096978786095,,-0.6706742022852202,,-0.17846113751557272
bbox_overlap_proportion,2.294328775591553,1.0994841725292184,,3.0583226960333834,,0.5388720585806399,,0.7963552033794176
horizontal_distance,-0.8800274487144361,-0.8218575380486616,,-0.6922095261780162,,0.4828228109786956,,0.4981523365082155
f_covers_g,-0.27058263702946606,-0.1278896816580103,,-0.6558020090141257,,-0.6967327638020256,,-0.729185220527661
g_covers_f,0.9568900965602706,0.4642340096255165,,0.8100116652111148,,-0.3658925958159696,,-0.306921024081601
figure_lightsource,,,,,,,,
figure_container,,,,,,,,
location_control,1.6263849630101013,1.1574823606185465,,0.9195650397604912,,0.957164754080047,,-0.7372644359158189
